"s_fips","c_fips","county","state"
31,49,"DEUEL COUNTY","NEBRASKA"
31,51,"DIXON COUNTY","NEBRASKA"
31,53,"DODGE COUNTY","NEBRASKA"
31,55,"DOUGLAS COUNTY","NEBRASKA"
31,57,"DUNDY COUNTY","NEBRASKA"
31,59,"FILLMORE COUNTY","NEBRASKA"
31,137,"PHELPS COUNTY","NEBRASKA"
31,139,"PIERCE COUNTY","NEBRASKA"
31,141,"PLATTE COUNTY","NEBRASKA"
31,143,"POLK COUNTY","NEBRASKA"
31,65,"FURNAS COUNTY","NEBRASKA"
31,67,"GAGE COUNTY","NEBRASKA"
31,69,"GARDEN COUNTY","NEBRASKA"
31,71,"GARFIELD COUNTY","NEBRASKA"
31,73,"GOSPER COUNTY","NEBRASKA"
31,75,"GRANT COUNTY","NEBRASKA"
31,77,"GREELEY COUNTY","NEBRASKA"
31,79,"HALL COUNTY","NEBRASKA"
31,81,"HAMILTON COUNTY","NEBRASKA"
31,83,"HARLAN COUNTY","NEBRASKA"
31,85,"HAYES COUNTY","NEBRASKA"
31,87,"HITCHCOCK COUNTY","NEBRASKA"
31,89,"HOLT COUNTY","NEBRASKA"
31,91,"HOOKER COUNTY","NEBRASKA"
31,93,"HOWARD COUNTY","NEBRASKA"
31,95,"JEFFERSON COUNTY","NEBRASKA"
31,97,"JOHNSON COUNTY","NEBRASKA"
31,99,"KEARNEY COUNTY","NEBRASKA"
31,101,"KEITH COUNTY","NEBRASKA"
31,103,"KEYA PAHA COUNTY","NEBRASKA"
31,105,"KIMBALL COUNTY","NEBRASKA"
31,107,"KNOX COUNTY","NEBRASKA"
31,109,"LANCASTER COUNTY","NEBRASKA"
31,111,"LINCOLN COUNTY","NEBRASKA"
31,113,"LOGAN COUNTY","NEBRASKA"
31,115,"LOUP COUNTY","NEBRASKA"
31,117,"MCPHERSON COUNTY","NEBRASKA"
31,119,"MADISON COUNTY","NEBRASKA"
31,121,"MERRICK COUNTY","NEBRASKA"
31,123,"MORRILL COUNTY","NEBRASKA"
31,125,"NANCE COUNTY","NEBRASKA"
31,127,"NEMAHA COUNTY","NEBRASKA"
31,129,"NUCKOLLS COUNTY","NEBRASKA"
31,131,"OTOE COUNTY","NEBRASKA"
31,133,"PAWNEE COUNTY","NEBRASKA"
31,135,"PERKINS COUNTY","NEBRASKA"
31,163,"SHERMAN COUNTY","NEBRASKA"
31,165,"SIOUX COUNTY","NEBRASKA"
31,167,"STANTON COUNTY","NEBRASKA"
31,169,"THAYER COUNTY","NEBRASKA"
31,145,"RED WILLOW COUNTY","NEBRASKA"
31,147,"RICHARDSON COUNTY","NEBRASKA"
31,149,"ROCK COUNTY","NEBRASKA"
31,151,"SALINE COUNTY","NEBRASKA"
31,153,"SARPY COUNTY","NEBRASKA"
31,155,"SAUNDERS COUNTY","NEBRASKA"
31,157,"SCOTTS BLUFF COUNTY","NEBRASKA"
31,159,"SEWARD COUNTY","NEBRASKA"
31,161,"SHERIDAN COUNTY","NEBRASKA"
31,171,"THOMAS COUNTY","NEBRASKA"
31,173,"THURSTON COUNTY","NEBRASKA"
31,175,"VALLEY COUNTY","NEBRASKA"
31,177,"WASHINGTON COUNTY","NEBRASKA"
31,179,"WAYNE COUNTY","NEBRASKA"
31,181,"WEBSTER COUNTY","NEBRASKA"
31,183,"WHEELER COUNTY","NEBRASKA"
31,185,"YORK COUNTY","NEBRASKA"
32,510,"CARSON CITY","NEVADA"
32,5,"DOUGLAS COUNTY","NEVADA"
32,7,"ELKO COUNTY","NEVADA"
32,9,"ESMERALDA COUNTY","NEVADA"
32,1,"CHURCHILL COUNTY","NEVADA"
32,3,"CLARK COUNTY","NEVADA"
32,33,"WHITE PINE COUNTY","NEVADA"
32,15,"LANDER COUNTY","NEVADA"
32,17,"LINCOLN COUNTY","NEVADA"
32,11,"EUREKA COUNTY","NEVADA"
32,13,"HUMBOLDT COUNTY","NEVADA"
32,23,"NYE COUNTY","NEVADA"
32,27,"PERSHING COUNTY","NEVADA"
32,19,"LYON COUNTY","NEVADA"
32,21,"MINERAL COUNTY","NEVADA"
32,29,"STOREY COUNTY","NEVADA"
32,31,"WASHOE COUNTY","NEVADA"
33,5,"CHESHIRE COUNTY","NEW HAMPSHIRE"
33,7,"COOS COUNTY","NEW HAMPSHIRE"
33,3,"CARROLL COUNTY","NEW HAMPSHIRE"
33,1,"BELKNAP COUNTY","NEW HAMPSHIRE"
33,13,"MERRIMACK COUNTY","NEW HAMPSHIRE"
33,15,"ROCKINGHAM COUNTY","NEW HAMPSHIRE"
33,9,"GRAFTON COUNTY","NEW HAMPSHIRE"
33,11,"HILLSBOROUGH COUNTY","NEW HAMPSHIRE"
33,17,"STRAFFORD COUNTY","NEW HAMPSHIRE"
33,19,"SULLIVAN COUNTY","NEW HAMPSHIRE"
34,11,"CUMBERLAND COUNTY","NEW JERSEY"
34,13,"ESSEX COUNTY","NEW JERSEY"
34,1,"ATLANTIC COUNTY","NEW JERSEY"
34,3,"BERGEN COUNTY","NEW JERSEY"
34,5,"BURLINGTON COUNTY","NEW JERSEY"
34,7,"CAMDEN COUNTY","NEW JERSEY"
34,9,"CAPE MAY COUNTY","NEW JERSEY"
34,37,"SUSSEX COUNTY","NEW JERSEY"
34,39,"UNION COUNTY","NEW JERSEY"
34,15,"GLOUCESTER COUNTY","NEW JERSEY"
34,17,"HUDSON COUNTY","NEW JERSEY"
34,19,"HUNTERDON COUNTY","NEW JERSEY"
34,21,"MERCER COUNTY","NEW JERSEY"
34,23,"MIDDLESEX COUNTY","NEW JERSEY"
34,25,"MONMOUTH COUNTY","NEW JERSEY"
34,27,"MORRIS COUNTY","NEW JERSEY"
34,29,"OCEAN COUNTY","NEW JERSEY"
34,31,"PASSAIC COUNTY","NEW JERSEY"
34,33,"SALEM COUNTY","NEW JERSEY"
34,35,"SOMERSET COUNTY","NEW JERSEY"
34,41,"WARREN COUNTY","NEW JERSEY"
35,21,"HARDING COUNTY","NEW MEXICO"
35,23,"HIDALGO COUNTY","NEW MEXICO"
35,1,"BERNALILLO COUNTY","NEW MEXICO"
35,3,"CATRON COUNTY","NEW MEXICO"
35,5,"CHAVES COUNTY","NEW MEXICO"
35,6,"CIBOLA COUNTY","NEW MEXICO"
35,7,"COLFAX COUNTY","NEW MEXICO"
35,9,"CURRY COUNTY","NEW MEXICO"
35,11,"DE BACA COUNTY","NEW MEXICO"
35,13,"DOÑA ANA COUNTY","NEW MEXICO"
35,15,"EDDY COUNTY","NEW MEXICO"
35,17,"GRANT COUNTY","NEW MEXICO"
35,19,"GUADALUPE COUNTY","NEW MEXICO"
35,43,"SANDOVAL COUNTY","NEW MEXICO"
35,45,"SAN JUAN COUNTY","NEW MEXICO"
35,47,"SAN MIGUEL COUNTY","NEW MEXICO"
35,25,"LEA COUNTY","NEW MEXICO"
35,27,"LINCOLN COUNTY","NEW MEXICO"
35,28,"LOS ALAMOS COUNTY","NEW MEXICO"
35,29,"LUNA COUNTY","NEW MEXICO"
35,31,"MCKINLEY COUNTY","NEW MEXICO"
35,33,"MORA COUNTY","NEW MEXICO"
35,35,"OTERO COUNTY","NEW MEXICO"
35,37,"QUAY COUNTY","NEW MEXICO"
35,39,"RIO ARRIBA COUNTY","NEW MEXICO"
35,41,"ROOSEVELT COUNTY","NEW MEXICO"
35,51,"SIERRA COUNTY","NEW MEXICO"
35,53,"SOCORRO COUNTY","NEW MEXICO"
35,55,"TAOS COUNTY","NEW MEXICO"
35,49,"SANTA FE COUNTY","NEW MEXICO"
35,59,"UNION COUNTY","NEW MEXICO"
35,61,"VALENCIA COUNTY","NEW MEXICO"
35,57,"TORRANCE COUNTY","NEW MEXICO"
36,121,"WYOMING COUNTY","NEW YORK"
36,117,"WAYNE COUNTY","NEW YORK"
36,119,"WESTCHESTER COUNTY","NEW YORK"
36,1,"ALBANY COUNTY","NEW YORK"
36,3,"ALLEGANY COUNTY","NEW YORK"
36,5,"BRONX COUNTY","NEW YORK"
36,7,"BROOME COUNTY","NEW YORK"
36,9,"CATTARAUGUS COUNTY","NEW YORK"
36,11,"CAYUGA COUNTY","NEW YORK"
36,13,"CHAUTAUQUA COUNTY","NEW YORK"
36,15,"CHEMUNG COUNTY","NEW YORK"
36,17,"CHENANGO COUNTY","NEW YORK"
36,19,"CLINTON COUNTY","NEW YORK"
36,21,"COLUMBIA COUNTY","NEW YORK"
36,23,"CORTLAND COUNTY","NEW YORK"
36,25,"DELAWARE COUNTY","NEW YORK"
36,27,"DUTCHESS COUNTY","NEW YORK"
36,29,"ERIE COUNTY","NEW YORK"
36,31,"ESSEX COUNTY","NEW YORK"
36,33,"FRANKLIN COUNTY","NEW YORK"
36,35,"FULTON COUNTY","NEW YORK"
36,37,"GENESEE COUNTY","NEW YORK"
36,39,"GREENE COUNTY","NEW YORK"
36,123,"YATES COUNTY","NEW YORK"
36,43,"HERKIMER COUNTY","NEW YORK"
36,45,"JEFFERSON COUNTY","NEW YORK"
36,47,"KINGS COUNTY","NEW YORK"
36,49,"LEWIS COUNTY","NEW YORK"
36,51,"LIVINGSTON COUNTY","NEW YORK"
36,53,"MADISON COUNTY","NEW YORK"
36,55,"MONROE COUNTY","NEW YORK"
36,57,"MONTGOMERY COUNTY","NEW YORK"
36,59,"NASSAU COUNTY","NEW YORK"
36,61,"NEW YORK COUNTY","NEW YORK"
36,63,"NIAGARA COUNTY","NEW YORK"
36,65,"ONEIDA COUNTY","NEW YORK"
36,67,"ONONDAGA COUNTY","NEW YORK"
36,69,"ONTARIO COUNTY","NEW YORK"
36,71,"ORANGE COUNTY","NEW YORK"
36,73,"ORLEANS COUNTY","NEW YORK"
36,75,"OSWEGO COUNTY","NEW YORK"
36,77,"OTSEGO COUNTY","NEW YORK"
36,79,"PUTNAM COUNTY","NEW YORK"
36,81,"QUEENS COUNTY","NEW YORK"
36,83,"RENSSELAER COUNTY","NEW YORK"
36,85,"RICHMOND COUNTY","NEW YORK"
36,87,"ROCKLAND COUNTY","NEW YORK"
36,89,"ST. LAWRENCE COUNTY","NEW YORK"
36,91,"SARATOGA COUNTY","NEW YORK"
36,93,"SCHENECTADY COUNTY","NEW YORK"
36,95,"SCHOHARIE COUNTY","NEW YORK"
36,97,"SCHUYLER COUNTY","NEW YORK"
36,99,"SENECA COUNTY","NEW YORK"
36,101,"STEUBEN COUNTY","NEW YORK"
36,103,"SUFFOLK COUNTY","NEW YORK"
36,105,"SULLIVAN COUNTY","NEW YORK"
36,107,"TIOGA COUNTY","NEW YORK"
36,109,"TOMPKINS COUNTY","NEW YORK"
36,111,"ULSTER COUNTY","NEW YORK"
36,113,"WARREN COUNTY","NEW YORK"
36,115,"WASHINGTON COUNTY","NEW YORK"
36,41,"HAMILTON COUNTY","NEW YORK"
37,75,"GRAHAM COUNTY","NORTH CAROLINA"
37,77,"GRANVILLE COUNTY","NORTH CAROLINA"
37,1,"ALAMANCE COUNTY","NORTH CAROLINA"
37,3,"ALEXANDER COUNTY","NORTH CAROLINA"
37,5,"ALLEGHANY COUNTY","NORTH CAROLINA"
37,7,"ANSON COUNTY","NORTH CAROLINA"
37,9,"ASHE COUNTY","NORTH CAROLINA"
37,11,"AVERY COUNTY","NORTH CAROLINA"
37,13,"BEAUFORT COUNTY","NORTH CAROLINA"
37,15,"BERTIE COUNTY","NORTH CAROLINA"
37,17,"BLADEN COUNTY","NORTH CAROLINA"
37,19,"BRUNSWICK COUNTY","NORTH CAROLINA"
37,21,"BUNCOMBE COUNTY","NORTH CAROLINA"
37,23,"BURKE COUNTY","NORTH CAROLINA"
37,25,"CABARRUS COUNTY","NORTH CAROLINA"
37,27,"CALDWELL COUNTY","NORTH CAROLINA"
37,29,"CAMDEN COUNTY","NORTH CAROLINA"
37,31,"CARTERET COUNTY","NORTH CAROLINA"
37,33,"CASWELL COUNTY","NORTH CAROLINA"
37,35,"CATAWBA COUNTY","NORTH CAROLINA"
37,37,"CHATHAM COUNTY","NORTH CAROLINA"
37,39,"CHEROKEE COUNTY","NORTH CAROLINA"
37,41,"CHOWAN COUNTY","NORTH CAROLINA"
37,43,"CLAY COUNTY","NORTH CAROLINA"
37,45,"CLEVELAND COUNTY","NORTH CAROLINA"
37,47,"COLUMBUS COUNTY","NORTH CAROLINA"
37,49,"CRAVEN COUNTY","NORTH CAROLINA"
37,51,"CUMBERLAND COUNTY","NORTH CAROLINA"
37,53,"CURRITUCK COUNTY","NORTH CAROLINA"
37,55,"DARE COUNTY","NORTH CAROLINA"
37,57,"DAVIDSON COUNTY","NORTH CAROLINA"
37,59,"DAVIE COUNTY","NORTH CAROLINA"
37,61,"DUPLIN COUNTY","NORTH CAROLINA"
37,63,"DURHAM COUNTY","NORTH CAROLINA"
37,65,"EDGECOMBE COUNTY","NORTH CAROLINA"
37,67,"FORSYTH COUNTY","NORTH CAROLINA"
37,69,"FRANKLIN COUNTY","NORTH CAROLINA"
37,71,"GASTON COUNTY","NORTH CAROLINA"
37,73,"GATES COUNTY","NORTH CAROLINA"
37,153,"RICHMOND COUNTY","NORTH CAROLINA"
37,155,"ROBESON COUNTY","NORTH CAROLINA"
37,157,"ROCKINGHAM COUNTY","NORTH CAROLINA"
37,79,"GREENE COUNTY","NORTH CAROLINA"
37,81,"GUILFORD COUNTY","NORTH CAROLINA"
37,83,"HALIFAX COUNTY","NORTH CAROLINA"
37,85,"HARNETT COUNTY","NORTH CAROLINA"
37,87,"HAYWOOD COUNTY","NORTH CAROLINA"
37,89,"HENDERSON COUNTY","NORTH CAROLINA"
37,91,"HERTFORD COUNTY","NORTH CAROLINA"
37,93,"HOKE COUNTY","NORTH CAROLINA"
37,95,"HYDE COUNTY","NORTH CAROLINA"
37,97,"IREDELL COUNTY","NORTH CAROLINA"
37,99,"JACKSON COUNTY","NORTH CAROLINA"
37,101,"JOHNSTON COUNTY","NORTH CAROLINA"
37,103,"JONES COUNTY","NORTH CAROLINA"
37,105,"LEE COUNTY","NORTH CAROLINA"
37,107,"LENOIR COUNTY","NORTH CAROLINA"
37,109,"LINCOLN COUNTY","NORTH CAROLINA"
37,111,"MCDOWELL COUNTY","NORTH CAROLINA"
37,113,"MACON COUNTY","NORTH CAROLINA"
37,115,"MADISON COUNTY","NORTH CAROLINA"
37,117,"MARTIN COUNTY","NORTH CAROLINA"
37,119,"MECKLENBURG COUNTY","NORTH CAROLINA"
37,121,"MITCHELL COUNTY","NORTH CAROLINA"
37,123,"MONTGOMERY COUNTY","NORTH CAROLINA"
37,125,"MOORE COUNTY","NORTH CAROLINA"
37,127,"NASH COUNTY","NORTH CAROLINA"
37,129,"NEW HANOVER COUNTY","NORTH CAROLINA"
37,131,"NORTHAMPTON COUNTY","NORTH CAROLINA"
37,133,"ONSLOW COUNTY","NORTH CAROLINA"
37,135,"ORANGE COUNTY","NORTH CAROLINA"
37,137,"PAMLICO COUNTY","NORTH CAROLINA"
37,139,"PASQUOTANK COUNTY","NORTH CAROLINA"
37,141,"PENDER COUNTY","NORTH CAROLINA"
37,143,"PERQUIMANS COUNTY","NORTH CAROLINA"
37,145,"PERSON COUNTY","NORTH CAROLINA"
37,147,"PITT COUNTY","NORTH CAROLINA"
37,149,"POLK COUNTY","NORTH CAROLINA"
37,151,"RANDOLPH COUNTY","NORTH CAROLINA"
37,179,"UNION COUNTY","NORTH CAROLINA"
37,181,"VANCE COUNTY","NORTH CAROLINA"
37,183,"WAKE COUNTY","NORTH CAROLINA"
37,159,"ROWAN COUNTY","NORTH CAROLINA"
37,161,"RUTHERFORD COUNTY","NORTH CAROLINA"
37,163,"SAMPSON COUNTY","NORTH CAROLINA"
37,165,"SCOTLAND COUNTY","NORTH CAROLINA"
37,167,"STANLY COUNTY","NORTH CAROLINA"
37,169,"STOKES COUNTY","NORTH CAROLINA"
37,171,"SURRY COUNTY","NORTH CAROLINA"
37,173,"SWAIN COUNTY","NORTH CAROLINA"
37,175,"TRANSYLVANIA COUNTY","NORTH CAROLINA"
37,177,"TYRRELL COUNTY","NORTH CAROLINA"
37,187,"WASHINGTON COUNTY","NORTH CAROLINA"
37,189,"WATAUGA COUNTY","NORTH CAROLINA"
37,191,"WAYNE COUNTY","NORTH CAROLINA"
37,185,"WARREN COUNTY","NORTH CAROLINA"
37,195,"WILSON COUNTY","NORTH CAROLINA"
37,197,"YADKIN COUNTY","NORTH CAROLINA"
37,199,"YANCEY COUNTY","NORTH CAROLINA"
37,193,"WILKES COUNTY","NORTH CAROLINA"
38,35,"GRAND FORKS COUNTY","NORTH DAKOTA"
38,37,"GRANT COUNTY","NORTH DAKOTA"
38,39,"GRIGGS COUNTY","NORTH DAKOTA"
38,83,"SHERIDAN COUNTY","NORTH DAKOTA"
38,85,"SIOUX COUNTY","NORTH DAKOTA"
38,87,"SLOPE COUNTY","NORTH DAKOTA"
38,89,"STARK COUNTY","NORTH DAKOTA"
38,91,"STEELE COUNTY","NORTH DAKOTA"
38,93,"STUTSMAN COUNTY","NORTH DAKOTA"
38,95,"TOWNER COUNTY","NORTH DAKOTA"
38,97,"TRAILL COUNTY","NORTH DAKOTA"
38,99,"WALSH COUNTY","NORTH DAKOTA"
38,101,"WARD COUNTY","NORTH DAKOTA"
38,103,"WELLS COUNTY","NORTH DAKOTA"
38,105,"WILLIAMS COUNTY","NORTH DAKOTA"
38,25,"DUNN COUNTY","NORTH DAKOTA"
38,27,"EDDY COUNTY","NORTH DAKOTA"
38,29,"EMMONS COUNTY","NORTH DAKOTA"
38,31,"FOSTER COUNTY","NORTH DAKOTA"
38,33,"GOLDEN VALLEY COUNTY","NORTH DAKOTA"
38,63,"NELSON COUNTY","NORTH DAKOTA"
38,65,"OLIVER COUNTY","NORTH DAKOTA"
38,41,"HETTINGER COUNTY","NORTH DAKOTA"
38,43,"KIDDER COUNTY","NORTH DAKOTA"
38,45,"LAMOURE COUNTY","NORTH DAKOTA"
38,47,"LOGAN COUNTY","NORTH DAKOTA"
38,49,"MCHENRY COUNTY","NORTH DAKOTA"
38,51,"MCINTOSH COUNTY","NORTH DAKOTA"
38,53,"MCKENZIE COUNTY","NORTH DAKOTA"
38,55,"MCLEAN COUNTY","NORTH DAKOTA"
38,57,"MERCER COUNTY","NORTH DAKOTA"
38,59,"MORTON COUNTY","NORTH DAKOTA"
38,61,"MOUNTRAIL COUNTY","NORTH DAKOTA"
38,7,"BILLINGS COUNTY","NORTH DAKOTA"
38,9,"BOTTINEAU COUNTY","NORTH DAKOTA"
38,67,"PEMBINA COUNTY","NORTH DAKOTA"
38,69,"PIERCE COUNTY","NORTH DAKOTA"
38,71,"RAMSEY COUNTY","NORTH DAKOTA"
38,73,"RANSOM COUNTY","NORTH DAKOTA"
38,75,"RENVILLE COUNTY","NORTH DAKOTA"
38,77,"RICHLAND COUNTY","NORTH DAKOTA"
38,79,"ROLETTE COUNTY","NORTH DAKOTA"
38,81,"SARGENT COUNTY","NORTH DAKOTA"
38,1,"ADAMS COUNTY","NORTH DAKOTA"
38,3,"BARNES COUNTY","NORTH DAKOTA"
38,5,"BENSON COUNTY","NORTH DAKOTA"
38,15,"BURLEIGH COUNTY","NORTH DAKOTA"
38,17,"CASS COUNTY","NORTH DAKOTA"
38,11,"BOWMAN COUNTY","NORTH DAKOTA"
38,13,"BURKE COUNTY","NORTH DAKOTA"
38,23,"DIVIDE COUNTY","NORTH DAKOTA"
38,19,"CAVALIER COUNTY","NORTH DAKOTA"
38,21,"DICKEY COUNTY","NORTH DAKOTA"
39,13,"BELMONT COUNTY","OHIO"
39,11,"AUGLAIZE COUNTY","OHIO"
39,1,"ADAMS COUNTY","OHIO"
39,3,"ALLEN COUNTY","OHIO"
39,5,"ASHLAND COUNTY","OHIO"
39,7,"ASHTABULA COUNTY","OHIO"
39,9,"ATHENS COUNTY","OHIO"
39,171,"WILLIAMS COUNTY","OHIO"
39,173,"WOOD COUNTY","OHIO"
39,175,"WYANDOT COUNTY","OHIO"
39,93,"LORAIN COUNTY","OHIO"
39,15,"BROWN COUNTY","OHIO"
39,17,"BUTLER COUNTY","OHIO"
39,19,"CARROLL COUNTY","OHIO"
39,21,"CHAMPAIGN COUNTY","OHIO"
39,23,"CLARK COUNTY","OHIO"
39,25,"CLERMONT COUNTY","OHIO"
39,27,"CLINTON COUNTY","OHIO"
39,29,"COLUMBIANA COUNTY","OHIO"
39,31,"COSHOCTON COUNTY","OHIO"
39,33,"CRAWFORD COUNTY","OHIO"
39,35,"CUYAHOGA COUNTY","OHIO"
39,37,"DARKE COUNTY","OHIO"
39,39,"DEFIANCE COUNTY","OHIO"
39,41,"DELAWARE COUNTY","OHIO"
39,43,"ERIE COUNTY","OHIO"
39,45,"FAIRFIELD COUNTY","OHIO"
39,47,"FAYETTE COUNTY","OHIO"
39,49,"FRANKLIN COUNTY","OHIO"
39,51,"FULTON COUNTY","OHIO"
39,53,"GALLIA COUNTY","OHIO"
39,55,"GEAUGA COUNTY","OHIO"
39,57,"GREENE COUNTY","OHIO"
39,59,"GUERNSEY COUNTY","OHIO"
39,61,"HAMILTON COUNTY","OHIO"
39,63,"HANCOCK COUNTY","OHIO"
39,65,"HARDIN COUNTY","OHIO"
39,67,"HARRISON COUNTY","OHIO"
39,69,"HENRY COUNTY","OHIO"
39,71,"HIGHLAND COUNTY","OHIO"
39,73,"HOCKING COUNTY","OHIO"
39,75,"HOLMES COUNTY","OHIO"
39,77,"HURON COUNTY","OHIO"
39,79,"JACKSON COUNTY","OHIO"
39,81,"JEFFERSON COUNTY","OHIO"
39,83,"KNOX COUNTY","OHIO"
39,85,"LAKE COUNTY","OHIO"
39,87,"LAWRENCE COUNTY","OHIO"
39,89,"LICKING COUNTY","OHIO"
39,91,"LOGAN COUNTY","OHIO"
39,119,"MUSKINGUM COUNTY","OHIO"
39,95,"LUCAS COUNTY","OHIO"
39,97,"MADISON COUNTY","OHIO"
39,99,"MAHONING COUNTY","OHIO"
39,101,"MARION COUNTY","OHIO"
39,103,"MEDINA COUNTY","OHIO"
39,105,"MEIGS COUNTY","OHIO"
39,107,"MERCER COUNTY","OHIO"
39,109,"MIAMI COUNTY","OHIO"
39,111,"MONROE COUNTY","OHIO"
39,113,"MONTGOMERY COUNTY","OHIO"
39,115,"MORGAN COUNTY","OHIO"
39,117,"MORROW COUNTY","OHIO"
39,145,"SCIOTO COUNTY","OHIO"
39,121,"NOBLE COUNTY","OHIO"
39,123,"OTTAWA COUNTY","OHIO"
39,125,"PAULDING COUNTY","OHIO"
39,127,"PERRY COUNTY","OHIO"
39,129,"PICKAWAY COUNTY","OHIO"
39,131,"PIKE COUNTY","OHIO"
39,133,"PORTAGE COUNTY","OHIO"
39,135,"PREBLE COUNTY","OHIO"
39,137,"PUTNAM COUNTY","OHIO"
39,139,"RICHLAND COUNTY","OHIO"
39,141,"ROSS COUNTY","OHIO"
39,143,"SANDUSKY COUNTY","OHIO"
39,153,"SUMMIT COUNTY","OHIO"
39,147,"SENECA COUNTY","OHIO"
39,149,"SHELBY COUNTY","OHIO"
39,151,"STARK COUNTY","OHIO"
39,161,"VAN WERT COUNTY","OHIO"
39,155,"TRUMBULL COUNTY","OHIO"
39,157,"TUSCARAWAS COUNTY","OHIO"
39,159,"UNION COUNTY","OHIO"
39,169,"WAYNE COUNTY","OHIO"
39,163,"VINTON COUNTY","OHIO"
39,165,"WARREN COUNTY","OHIO"
39,167,"WASHINGTON COUNTY","OHIO"
40,1,"ADAIR COUNTY","OKLAHOMA"
40,79,"LE FLORE COUNTY","OKLAHOMA"
40,81,"LINCOLN COUNTY","OKLAHOMA"
40,3,"ALFALFA COUNTY","OKLAHOMA"
40,5,"ATOKA COUNTY","OKLAHOMA"
40,7,"BEAVER COUNTY","OKLAHOMA"
40,9,"BECKHAM COUNTY","OKLAHOMA"
40,11,"BLAINE COUNTY","OKLAHOMA"
40,13,"BRYAN COUNTY","OKLAHOMA"
40,15,"CADDO COUNTY","OKLAHOMA"
40,17,"CANADIAN COUNTY","OKLAHOMA"
40,19,"CARTER COUNTY","OKLAHOMA"
40,21,"CHEROKEE COUNTY","OKLAHOMA"
40,23,"CHOCTAW COUNTY","OKLAHOMA"
40,25,"CIMARRON COUNTY","OKLAHOMA"
40,27,"CLEVELAND COUNTY","OKLAHOMA"
40,29,"COAL COUNTY","OKLAHOMA"
40,31,"COMANCHE COUNTY","OKLAHOMA"
40,33,"COTTON COUNTY","OKLAHOMA"
40,35,"CRAIG COUNTY","OKLAHOMA"
40,37,"CREEK COUNTY","OKLAHOMA"
40,39,"CUSTER COUNTY","OKLAHOMA"
40,41,"DELAWARE COUNTY","OKLAHOMA"
40,43,"DEWEY COUNTY","OKLAHOMA"
40,45,"ELLIS COUNTY","OKLAHOMA"
40,47,"GARFIELD COUNTY","OKLAHOMA"
40,49,"GARVIN COUNTY","OKLAHOMA"
40,51,"GRADY COUNTY","OKLAHOMA"
40,53,"GRANT COUNTY","OKLAHOMA"
40,55,"GREER COUNTY","OKLAHOMA"
40,57,"HARMON COUNTY","OKLAHOMA"
40,59,"HARPER COUNTY","OKLAHOMA"
40,61,"HASKELL COUNTY","OKLAHOMA"
40,63,"HUGHES COUNTY","OKLAHOMA"
40,65,"JACKSON COUNTY","OKLAHOMA"
40,67,"JEFFERSON COUNTY","OKLAHOMA"
40,69,"JOHNSTON COUNTY","OKLAHOMA"
40,71,"KAY COUNTY","OKLAHOMA"
40,73,"KINGFISHER COUNTY","OKLAHOMA"
40,75,"KIOWA COUNTY","OKLAHOMA"
40,77,"LATIMER COUNTY","OKLAHOMA"
40,103,"NOBLE COUNTY","OKLAHOMA"
40,105,"NOWATA COUNTY","OKLAHOMA"
40,107,"OKFUSKEE COUNTY","OKLAHOMA"
40,83,"LOGAN COUNTY","OKLAHOMA"
40,85,"LOVE COUNTY","OKLAHOMA"
40,87,"MCCLAIN COUNTY","OKLAHOMA"
40,89,"MCCURTAIN COUNTY","OKLAHOMA"
40,91,"MCINTOSH COUNTY","OKLAHOMA"
40,93,"MAJOR COUNTY","OKLAHOMA"
40,95,"MARSHALL COUNTY","OKLAHOMA"
40,97,"MAYES COUNTY","OKLAHOMA"
40,99,"MURRAY COUNTY","OKLAHOMA"
40,101,"MUSKOGEE COUNTY","OKLAHOMA"
40,129,"ROGER MILLS COUNTY","OKLAHOMA"
40,131,"ROGERS COUNTY","OKLAHOMA"
40,133,"SEMINOLE COUNTY","OKLAHOMA"
40,109,"OKLAHOMA COUNTY","OKLAHOMA"
40,111,"OKMULGEE COUNTY","OKLAHOMA"
40,113,"OSAGE COUNTY","OKLAHOMA"
40,115,"OTTAWA COUNTY","OKLAHOMA"
40,117,"PAWNEE COUNTY","OKLAHOMA"
40,119,"PAYNE COUNTY","OKLAHOMA"
40,121,"PITTSBURG COUNTY","OKLAHOMA"
40,123,"PONTOTOC COUNTY","OKLAHOMA"
40,125,"POTTAWATOMIE COUNTY","OKLAHOMA"
40,127,"PUSHMATAHA COUNTY","OKLAHOMA"
40,137,"STEPHENS COUNTY","OKLAHOMA"
40,139,"TEXAS COUNTY","OKLAHOMA"
40,141,"TILLMAN COUNTY","OKLAHOMA"
40,135,"SEQUOYAH COUNTY","OKLAHOMA"
40,145,"WAGONER COUNTY","OKLAHOMA"
40,147,"WASHINGTON COUNTY","OKLAHOMA"
40,149,"WASHITA COUNTY","OKLAHOMA"
40,143,"TULSA COUNTY","OKLAHOMA"
40,153,"WOODWARD COUNTY","OKLAHOMA"
40,151,"WOODS COUNTY","OKLAHOMA"
41,5,"CLACKAMAS COUNTY","OREGON"
41,7,"CLATSOP COUNTY","OREGON"
41,3,"BENTON COUNTY","OREGON"
41,1,"BAKER COUNTY","OREGON"
41,29,"JACKSON COUNTY","OREGON"
41,31,"JEFFERSON COUNTY","OREGON"
41,33,"JOSEPHINE COUNTY","OREGON"
41,9,"COLUMBIA COUNTY","OREGON"
